time,size(byte),destination,icmp_seq,ttl,pingtime
2026-01-20 17:44:38.039974,64,172.16.0.1:,1,64,62.6
2026-01-20 17:44:38.292269,64,172.16.0.1:,2,64,114
2026-01-20 17:44:38.479330,64,172.16.0.1:,3,64,102
2026-01-20 17:44:38.866292,64,172.16.0.1:,4,64,288
2026-01-20 17:44:40.207395,64,172.16.0.1:,7,64,1014
2026-01-20 17:44:40.926888,64,172.16.0.1:,11,64,904
2026-01-20 17:44:41.295891,64,172.16.0.1:,13,64,866
2026-01-20 17:44:41.633378,64,172.16.0.1:,15,64,796
2026-01-20 17:44:43.139424,64,172.16.0.1:,22,64,882
2026-01-20 17:44:43.455297,64,172.16.0.1:,24,64,790
2026-01-20 17:44:44.216005,64,172.16.0.1:,27,64,942
2026-01-20 17:44:44.418296,64,172.16.0.1:,29,64,740
2026-01-20 17:44:45.551535,64,172.16.0.1:,34,64,862
2026-01-20 17:44:46.110414,64,172.16.0.1:,37,64,805
2026-01-20 17:44:46.553413,64,172.16.0.1:,39,64,844
2026-01-20 17:44:46.659324,64,172.16.0.1:,40,64,745
2026-01-20 17:44:47.340317,64,172.16.0.1:,43,64,811
2026-01-20 17:44:48.295414,64,172.16.0.1:,47,64,955
2026-01-20 17:44:49.246344,64,172.16.0.1:,52,64,894
2026-01-20 17:44:50.119137,64,172.16.0.1:,56,64,950
2026-01-20 17:44:50.862575,64,172.16.0.1:,60,64,877
2026-01-20 17:44:51.023466,64,172.16.0.1:,61,64,837
2026-01-20 17:44:51.222488,64,172.16.0.1:,62,64,833
2026-01-20 17:44:52.214425,64,172.16.0.1:,67,64,815
2026-01-20 17:44:53.153293,64,172.16.0.1:,72,64,736
2026-01-20 17:44:53.513830,64,172.16.0.1:,73,64,888
2026-01-20 17:44:54.673948,64,172.16.0.1:,79,64,825
2026-01-20 17:44:54.973350,64,172.16.0.1:,80,64,920
2026-01-20 17:44:55.640419,64,172.16.0.1:,84,64,751
2026-01-20 17:44:57.067439,64,172.16.0.1:,90,64,962
2026-01-20 17:44:57.205460,64,172.16.0.1:,91,64,896
2026-01-20 17:44:57.610524,64,172.16.0.1:,93,64,889
2026-01-20 17:44:57.941325,64,172.16.0.1:,95,64,816
2026-01-20 17:44:58.533546,64,172.16.0.1:,98,64,804
2026-01-20 17:44:58.635391,64,172.16.0.1:,99,64,702
2026-01-20 17:44:59.038359,64,172.16.0.1:,101,64,701
2026-01-20 17:44:59.557409,64,172.16.0.1:,103,64,813
2026-01-20 17:45:00.009574,64,172.16.0.1:,105,64,863
2026-01-20 17:45:00.206388,64,172.16.0.1:,106,64,852
2026-01-20 17:45:00.405362,64,172.16.0.1:,107,64,848
2026-01-20 17:45:00.619803,64,172.16.0.1:,109,64,654
2026-01-20 17:45:01.103785,64,172.16.0.1:,111,64,737
2026-01-20 17:45:01.420436,64,172.16.0.1:,112,64,853
2026-01-20 17:45:01.682778,64,172.16.0.1:,115,64,512
2026-01-20 17:45:02.770008,64,172.16.0.1:,119,64,793
2026-01-20 17:45:03.009570,64,172.16.0.1:,120,64,828
2026-01-20 17:45:04.074266,64,172.16.0.1:,125,64,877
2026-01-20 17:45:04.363718,64,172.16.0.1:,126,64,962
2026-01-20 17:45:05.085605,64,172.16.0.1:,130,64,871
2026-01-20 17:45:05.314339,64,172.16.0.1:,131,64,901
2026-01-20 17:45:05.705460,64,172.16.0.1:,134,64,680
2026-01-20 17:45:06.193282,64,172.16.0.1:,136,64,768
2026-01-20 17:45:07.075414,64,172.16.0.1:,140,64,838
2026-01-20 17:45:07.518580,64,172.16.0.1:,142,64,869
2026-01-20 17:45:07.613505,64,172.16.0.1:,143,64,760
2026-01-20 17:45:07.894315,64,172.16.0.1:,144,64,835
2026-01-20 17:45:08.126394,64,172.16.0.1:,145,64,867
2026-01-20 17:45:08.740426,64,172.16.0.1:,148,64,875
2026-01-20 17:45:09.309436,64,172.16.0.1:,151,64,840
2026-01-20 17:45:09.552383,64,172.16.0.1:,153,64,678
2026-01-20 17:45:09.903338,64,172.16.0.1:,154,64,826
2026-01-20 17:45:11.220516,64,172.16.0.1:,160,64,931
2026-01-20 17:45:11.337447,64,172.16.0.1:,161,64,844
2026-01-20 17:45:11.587437,64,172.16.0.1:,162,64,890
2026-01-20 17:45:12.649332,64,172.16.0.1:,167,64,943
2026-01-20 17:45:12.872294,64,172.16.0.1:,168,64,962
2026-01-20 17:45:13.061406,64,172.16.0.1:,169,64,947
2026-01-20 17:45:13.741352,64,172.16.0.1:,172,64,1016
2026-01-20 17:45:14.049581,64,172.16.0.1:,174,64,923
2026-01-20 17:45:14.216435,64,172.16.0.1:,175,64,887
2026-01-20 17:45:14.898305,64,172.16.0.1:,178,64,952
2026-01-20 17:45:15.725304,64,172.16.0.1:,185,64,360
2026-01-20 17:45:18.059968,64,172.16.0.1:,195,64,643
2026-01-20 17:45:19.021715,64,172.16.0.1:,198,64,992
2026-01-20 17:45:19.278030,64,172.16.0.1:,199,64,1048
2026-01-20 17:45:19.530159,64,172.16.0.1:,200,64,1096
2026-01-20 17:45:20.005575,64,172.16.0.1:,202,64,1164
2026-01-20 17:45:20.356066,64,172.16.0.1:,204,64,1111
2026-01-20 17:45:20.945998,64,172.16.0.1:,207,64,1097
2026-01-20 17:45:21.191094,64,172.16.0.1:,208,64,1141
2026-01-20 17:45:21.356951,64,172.16.0.1:,209,64,1104
2026-01-20 17:45:21.712958,64,172.16.0.1:,210,64,1260
2026-01-20 17:45:21.930029,64,172.16.0.1:,211,64,1269
2026-01-20 17:45:22.064947,64,172.16.0.1:,212,64,1200
2026-01-20 17:45:23.864012,64,172.16.0.1:,220,64,1382
2026-01-20 17:45:24.026321,64,172.16.0.1:,221,64,1341
2026-01-20 17:45:24.108193,64,172.16.0.1:,222,64,1219
2026-01-20 17:45:24.357991,64,172.16.0.1:,223,64,1265
2026-01-20 17:45:24.936910,64,172.16.0.1:,225,64,1432
2026-01-20 17:45:25.149092,64,172.16.0.1:,226,64,1439
2026-01-20 17:45:28.040653,64,172.16.0.1:,240,64,1479
2026-01-20 17:45:28.355985,64,172.16.0.1:,242,64,1384
2026-01-20 17:45:28.633394,64,172.16.0.1:,243,64,1460
2026-01-20 17:45:29.231872,64,172.16.0.1:,246,64,1439
2026-01-20 17:45:30.987992,64,172.16.0.1:,254,64,1574
2026-01-20 17:45:31.521142,64,172.16.0.1:,257,64,1496
2026-01-20 17:45:32.230314,64,172.16.0.1:,260,64,1593
2026-01-20 17:45:33.141871,64,172.16.0.1:,265,64,1488
2026-01-20 17:45:33.367977,64,172.16.0.1:,266,64,1510
2026-01-20 17:45:33.659342,64,172.16.0.1:,267,64,1598
2026-01-20 17:45:34.010092,64,172.16.0.1:,268,64,1748
2026-01-20 17:45:34.537999,64,172.16.0.1:,271,64,1665
2026-01-20 17:45:35.117093,64,172.16.0.1:,274,64,1627
2026-01-20 17:45:35.311854,64,172.16.0.1:,275,64,1621
2026-01-20 17:45:37.870335,64,172.16.0.1:,292,64,689
2026-01-20 17:45:38.946962,64,172.16.0.1:,293,64,1562
2026-01-20 17:45:39.596204,64,172.16.0.1:,296,64,1598
2026-01-20 17:45:39.954063,64,172.16.0.1:,297,64,1753
2026-01-20 17:45:41.207392,64,172.16.0.1:,302,64,1990
2026-01-20 17:45:41.726004,64,172.16.0.1:,304,64,2105
2026-01-20 17:45:43.575205,64,172.16.0.1:,316,64,1510
2026-01-20 17:45:43.916026,64,172.16.0.1:,317,64,1641
2026-01-20 17:45:44.272331,64,172.16.0.1:,318,64,1795
2026-01-20 17:45:46.027443,64,172.16.0.1:,326,64,1913
2026-01-20 17:45:46.396945,64,172.16.0.1:,328,64,1876
2026-01-20 17:45:46.582142,64,172.16.0.1:,329,64,1857
2026-01-20 17:45:46.723403,64,172.16.0.1:,330,64,1794
2026-01-20 17:45:47.323903,64,172.16.0.1:,333,64,1778
2026-01-20 17:45:48.267533,64,172.16.0.1:,336,64,2113
2026-01-20 17:45:48.394872,64,172.16.0.1:,337,64,2038
2026-01-20 17:45:50.209106,64,172.16.0.1:,351,64,988
2026-01-20 17:45:50.733682,64,172.16.0.1:,352,64,1308
2026-01-20 17:45:51.031857,64,172.16.0.1:,353,64,1403
2026-01-20 17:45:51.396180,64,172.16.0.1:,355,64,1351
2026-01-20 17:45:51.663798,64,172.16.0.1:,356,64,1417
2026-01-20 17:45:52.000243,64,172.16.0.1:,357,64,1551
2026-01-20 17:45:53.530742,64,172.16.0.1:,364,64,1669
2026-01-20 17:45:54.718179,64,172.16.0.1:,370,64,1628
2026-01-20 17:45:55.079078,64,172.16.0.1:,371,64,1786
2026-01-20 17:45:55.302786,64,172.16.0.1:,372,64,1805
2026-01-20 17:45:55.559961,64,172.16.0.1:,373,64,1862
2026-01-20 17:45:55.929068,64,172.16.0.1:,375,64,1819
2026-01-20 17:45:56.202718,64,172.16.0.1:,376,64,1874
2026-01-20 17:45:57.452782,64,172.16.0.1:,388,64,696
2026-01-20 17:45:59.925056,64,172.16.0.1:,402,64,300
2026-01-20 17:46:01.970124,64,172.16.0.1:,403,64,2141
2026-01-20 17:46:02.229034,64,172.16.0.1:,404,64,2199
2026-01-20 17:46:03.274064,64,172.16.0.1:,408,64,2425
2026-01-20 17:46:05.458165,64,172.16.0.1:,417,64,2773
2026-01-20 17:46:07.989991,64,172.16.0.1:,436,64,1413
2026-01-20 17:46:10.601790,64,172.16.0.1:,442,64,2793
2026-01-20 17:46:11.221866,64,172.16.0.1:,444,64,3008
2026-01-20 17:46:12.313969,64,172.16.0.1:,448,64,3280
2026-01-20 17:46:13.295857,64,172.16.0.1:,452,64,3447
2026-01-20 17:46:15.114250,64,172.16.0.1:,459,64,3836
2026-01-20 17:46:15.825814,64,172.16.0.1:,462,64,3936
2026-01-20 17:46:16.905964,64,172.16.0.1:,467,64,3997
2026-01-20 17:46:18.934918,64,172.16.0.1:,477,64,3990
2026-01-20 17:46:20.114851,64,172.16.0.1:,483,64,3949
2026-01-20 17:46:20.344842,64,172.16.0.1:,484,64,3975
2026-01-20 17:46:26.230121,64,172.16.0.1:,512,64,4137
2026-01-20 17:46:27.330008,64,172.16.0.1:,517,64,4217
2026-01-20 17:46:27.511125,64,172.16.0.1:,518,64,4194
2026-01-20 17:46:30.177129,64,172.16.0.1:,531,64,4192
2026-01-20 17:46:30.905997,64,172.16.0.1:,533,64,4512
2026-01-20 17:46:31.481976,64,172.16.0.1:,536,64,4473
2026-01-20 17:46:33.114126,64,172.16.0.1:,544,64,4469
2026-01-20 17:46:34.542185,64,172.16.0.1:,551,64,4453
2026-01-20 17:46:37.594320,64,172.16.0.1:,566,64,4456
2026-01-20 17:46:39.231671,64,172.16.0.1:,575,64,4258
2026-01-20 17:46:39.709948,64,172.16.0.1:,577,64,4325
2026-01-20 17:46:41.271937,64,172.16.0.1:,584,64,4443
2026-01-20 17:46:43.968172,64,172.16.0.1:,595,64,4895
2026-01-20 17:46:45.631307,64,172.16.0.1:,603,64,4930
2026-01-20 17:46:46.705847,64,172.16.0.1:,610,64,4565
2026-01-20 17:46:47.444187,64,172.16.0.1:,614,64,4487
2026-01-20 17:46:47.701793,64,172.16.0.1:,615,64,4540
2026-01-20 17:46:49.246951,64,172.16.0.1:,622,64,4654
2026-01-20 17:46:51.326373,64,172.16.0.1:,649,64,1225
2026-01-20 17:46:56.890812,64,172.16.0.1:,661,64,4337
2026-01-20 17:46:59.608534,64,172.16.0.1:,674,64,4375
2026-01-20 17:47:03.381495,64,172.16.0.1:,692,64,4408
2026-01-20 17:47:04.866645,64,172.16.0.1:,699,64,4465
2026-01-20 17:47:08.479558,64,172.16.0.1:,738,64,86.2
2026-01-20 17:47:12.343304,64,172.16.0.1:,739,64,3750
2026-01-20 17:47:15.345297,64,172.16.0.1:,767,64,988
2026-01-20 17:47:19.477341,64,172.16.0.1:,773,64,3892
2026-01-20 17:47:20.020276,64,172.16.0.1:,776,64,3818
2026-01-20 17:47:20.740610,64,172.16.0.1:,780,64,3719
2026-01-20 17:47:21.337587,64,172.16.0.1:,783,64,3704
2026-01-20 17:47:25.529698,64,172.16.0.1:,818,64,732
2026-01-20 17:47:30.359384,64,172.16.0.1:,837,64,1678
2026-01-20 17:47:31.683615,64,172.16.0.1:,840,64,2382
2026-01-20 17:47:32.320392,64,172.16.0.1:,842,64,2611
2026-01-20 17:47:32.394155,64,172.16.0.1:,843,64,2480
2026-01-20 17:47:33.239218,64,172.16.0.1:,847,64,2514
2026-01-20 17:47:33.543049,64,172.16.0.1:,849,64,2402
2026-01-20 17:47:33.852274,64,172.16.0.1:,850,64,2507
2026-01-20 17:47:34.043170,64,172.16.0.1:,851,64,2490
2026-01-20 17:47:35.315225,64,172.16.0.1:,858,64,2318
2026-01-20 17:47:35.600151,64,172.16.0.1:,859,64,2399
2026-01-20 17:47:35.972108,64,172.16.0.1:,861,64,2368
2026-01-20 17:47:37.168156,64,172.16.0.1:,869,64,1933
2026-01-20 17:47:37.423066,64,172.16.0.1:,871,64,1788
2026-01-20 17:47:37.549218,64,172.16.0.1:,872,64,1712
2026-01-20 17:47:38.244224,64,172.16.0.1:,875,64,1799
2026-01-20 17:47:38.865100,64,172.16.0.1:,878,64,1806
2026-01-20 17:47:41.557187,64,172.16.0.1:,890,64,2064
2026-01-20 17:47:42.646721,64,172.16.0.1:,896,64,1929
2026-01-20 17:47:42.904230,64,172.16.0.1:,898,64,1771
2026-01-20 17:47:43.103528,64,172.16.0.1:,899,64,1766
2026-01-20 17:47:45.889226,64,172.16.0.1:,912,64,1912
2026-01-20 17:47:48.047851,64,172.16.0.1:,923,64,1822
2026-01-20 17:47:48.867702,64,172.16.0.1:,928,64,1614
2026-01-20 17:47:49.099799,64,172.16.0.1:,929,64,1643
2026-01-20 17:47:49.974731,64,172.16.0.1:,932,64,1900
2026-01-20 17:47:50.216861,64,172.16.0.1:,934,64,1729
2026-01-20 17:47:50.466606,64,172.16.0.1:,935,64,1777
2026-01-20 17:47:51.137790,64,172.16.0.1:,938,64,1840
2026-01-20 17:47:51.978117,64,172.16.0.1:,942,64,1862
2026-01-20 17:47:53.249037,64,172.16.0.1:,948,64,1919
2026-01-20 17:47:53.430621,64,172.16.0.1:,949,64,1897
2026-01-20 17:47:54.657123,64,172.16.0.1:,957,64,1479
2026-01-20 17:47:54.916712,64,172.16.0.1:,958,64,1538
2026-01-20 17:47:55.173760,64,172.16.0.1:,959,64,1595
2026-01-20 17:47:57.000773,64,172.16.0.1:,967,64,1793
2026-01-20 17:47:57.142043,64,172.16.0.1:,968,64,1733
2026-01-20 17:47:57.377045,64,172.16.0.1:,969,64,1760
2026-01-20 17:47:58.006519,64,172.16.0.1:,972,64,1773
2026-01-20 17:47:59.043635,64,172.16.0.1:,978,64,1598
2026-01-20 17:47:59.556544,64,172.16.0.1:,981,64,1499
2026-01-20 17:48:00.119616,64,172.16.0.1:,984,64,1442
2026-01-20 17:48:01.359697,64,172.16.0.1:,990,64,1466
2026-01-20 17:48:01.594451,64,172.16.0.1:,991,64,1497
2026-01-20 17:48:02.062127,64,172.16.0.1:,994,64,1356
2026-01-20 17:48:02.735639,64,172.16.0.1:,998,64,1214
2026-01-20 17:48:03.034979,64,172.16.0.1:,999,64,1312
2026-01-20 17:48:03.255646,64,172.16.0.1:,1000,64,1325
2026-01-20 17:48:04.464470,64,172.16.0.1:,1006,64,1310
2026-01-20 17:48:04.972718,64,172.16.0.1:,1008,64,1415
2026-01-20 17:48:05.567734,64,172.16.0.1:,1011,64,1397
2026-01-20 17:48:06.110670,64,172.16.0.1:,1013,64,1533
2026-01-20 17:48:08.116084,64,172.16.0.1:,1030,64,58.8
2026-01-20 17:48:09.590717,64,172.16.0.1:,1032,64,1129
2026-01-20 17:48:11.860088,64,172.16.0.1:,1043,64,1147
2026-01-20 17:48:12.116994,64,172.16.0.1:,1045,64,991
2026-01-20 17:48:13.171301,64,172.16.0.1:,1050,64,1018
2026-01-20 17:48:13.410194,64,172.16.0.1:,1051,64,1052
2026-01-20 17:48:13.555979,64,172.16.0.1:,1052,64,995
2026-01-20 17:48:17.277067,64,172.16.0.1:,1070,64,1042
2026-01-20 17:48:18.317023,64,172.16.0.1:,1080,64,31.7
2026-01-20 17:48:18.659906,64,172.16.0.1:,1081,64,175
2026-01-20 17:48:19.290007,64,172.16.0.1:,1082,64,604
2026-01-20 17:48:19.734465,64,172.16.0.1:,1083,64,841
2026-01-20 17:48:21.443898,64,172.16.0.1:,1090,64,1130
2026-01-20 17:48:21.635978,64,172.16.0.1:,1091,64,1114
2026-01-20 17:48:24.067858,64,172.16.0.1:,1107,64,263
2026-01-20 17:48:25.015821,64,172.16.0.1:,1108,64,1006
2026-01-20 17:48:25.184918,64,172.16.0.1:,1110,64,772
2026-01-20 17:48:25.873985,64,172.16.0.1:,1113,64,848
2026-01-20 17:48:26.483996,64,172.16.0.1:,1117,64,643
2026-01-20 17:48:27.408002,64,172.16.0.1:,1120,64,951
2026-01-20 17:48:28.648131,64,172.16.0.1:,1127,64,755
2026-01-20 17:48:29.655943,64,172.16.0.1:,1132,64,747
2026-01-20 17:48:29.942894,64,172.16.0.1:,1133,64,830
2026-01-20 17:48:31.493029,64,172.16.0.1:,1140,64,952
2026-01-20 17:48:31.908381,64,172.16.0.1:,1143,64,751
2026-01-20 17:48:32.118004,64,172.16.0.1:,1144,64,757
2026-01-20 17:48:32.462831,64,172.16.0.1:,1145,64,901
2026-01-20 17:48:33.067826,64,172.16.0.1:,1149,64,694
2026-01-20 17:48:34.638087,64,172.16.0.1:,1155,64,1041
2026-01-20 17:48:35.721890,64,172.16.0.1:,1161,64,892
2026-01-20 17:48:36.634145,64,172.16.0.1:,1166,64,772
2026-01-20 17:48:37.723022,64,172.16.0.1:,1171,64,838
2026-01-20 17:48:38.214357,64,172.16.0.1:,1173,64,917
2026-01-20 17:48:38.594118,64,172.16.0.1:,1175,64,883
2026-01-20 17:48:40.978994,64,172.16.0.1:,1186,64,1026
2026-01-20 17:48:41.897881,64,172.16.0.1:,1191,64,919
2026-01-20 17:48:42.333927,64,172.16.0.1:,1193,64,948
2026-01-20 17:48:44.235716,64,172.16.0.1:,1202,64,1022
2026-01-20 17:48:45.676720,64,172.16.0.1:,1212,64,402
2026-01-20 17:48:46.339892,64,172.16.0.1:,1213,64,859
2026-01-20 17:48:47.039118,64,172.16.0.1:,1216,64,942
2026-01-20 17:48:47.493885,64,172.16.0.1:,1218,64,992
2026-01-20 17:48:47.871889,64,172.16.0.1:,1220,64,953
2026-01-20 17:48:48.061023,64,172.16.0.1:,1221,64,942
2026-01-20 17:48:48.438068,64,172.16.0.1:,1223,64,916
2026-01-20 17:48:48.863873,64,172.16.0.1:,1225,64,938
2026-01-20 17:48:49.873960,64,172.16.0.1:,1230,64,936
2026-01-20 17:48:50.912169,64,172.16.0.1:,1235,64,957
2026-01-20 17:48:51.126089,64,172.16.0.1:,1236,64,969
2026-01-20 17:48:52.455173,64,172.16.0.1:,1243,64,878
2026-01-20 17:48:53.495112,64,172.16.0.1:,1247,64,1098
2026-01-20 17:48:53.689896,64,172.16.0.1:,1248,64,1092
2026-01-20 17:48:56.018010,64,172.16.0.1:,1259,64,864
2026-01-20 17:48:56.351938,64,172.16.0.1:,1261,64,787
2026-01-20 17:48:57.735095,64,172.16.0.1:,1268,64,748
2026-01-20 17:48:58.998019,64,172.16.0.1:,1274,64,781
2026-01-20 17:49:00.628910,64,172.16.0.1:,1281,64,988
2026-01-20 17:49:02.241708,64,172.16.0.1:,1289,64,968
2026-01-20 17:49:05.297125,64,172.16.0.1:,1300,64,1780
2026-01-20 17:49:05.543030,64,172.16.0.1:,1301,64,1822
2026-01-20 17:49:05.984872,64,172.16.0.1:,1308,64,831
2026-01-20 17:49:06.212995,64,172.16.0.1:,1309,64,860
